Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method
PROD00005429,USER00005429,2023-04-15,2023-06-28,Books,50.01,3,Wrong item,74.0,57,Male,City52,PayPal
PROD00005437,USER00005437,2023-02-14,2023-12-22,Clothing,47.38,4,Defective,311.0,42,Female,City67,Debit Card
PROD00005439,USER00005439,2023-01-01,2023-11-27,Clothing,388.64,2,Defective,330.0,26,Female,City92,PayPal
PROD00005440,USER00005440,2023-05-04,2023-10-10,Toys,186.83,4,Defective,159.0,56,Female,City55,Credit Card
PROD00005442,USER00005442,2023-12-06,2024-05-10,Electronics,253.41,2,Defective,156.0,24,Male,City79,Gift Card
PROD00005456,USER00005456,2023-07-20,2024-11-28,Home,218.17,4,Defective,497.0,40,Male,City85,Debit Card
PROD00005458,USER00005458,2023-04-14,2023-07-19,Books,321.72,1,Defective,96.0,60,Male,City88,Gift Card
PROD00005462,USER00005462,2023-04-05,2024-05-25,Books,302.38,5,Wrong item,416.0,34,Male,City59,Gift Card
PROD00005463,USER00005463,2023-05-14,2024-08-26,Electronics,240.9,4,Defective,470.0,26,Female,City30,Credit Card
PROD00005464,USER00005464,2023-07-14,2023-08-22,Clothing,128.69,5,Changed mind,39.0,33,Male,City95,Credit Card
PROD00005471,USER00005471,2023-10-01,2024-08-29,Home,108.76,1,Wrong item,333.0,47,Female,City81,Credit Card
PROD00005473,USER00005473,2024-06-03,2024-07-17,Toys,450.81,1,Defective,44.0,63,Male,City99,PayPal
PROD00005486,USER00005486,2023-06-02,2023-12-01,Clothing,363.53,5,Wrong item,182.0,32,Male,City57,Debit Card
PROD00005501,USER00005501,2023-03-03,2023-08-28,Home,132.62,5,Defective,178.0,38,Male,City7,Gift Card
PROD00005505,USER00005505,2023-05-08,2023-08-16,Toys,238.44,2,Defective,100.0,18,Female,City58,Credit Card
PROD00005507,USER00005507,2023-04-27,2023-05-12,Home,358.56,1,Not as described,15.0,68,Male,City29,Gift Card
PROD00005514,USER00005514,2023-10-24,2024-05-24,Books,231.31,3,Not as described,213.0,40,Female,City95,Debit Card
PROD00005519,USER00005519,2023-04-13,2023-07-12,Books,243.01,5,Changed mind,90.0,50,Male,City98,Credit Card
PROD00005523,USER00005523,2023-03-15,2024-12-16,Books,148.82,3,Defective,642.0,50,Male,City64,Debit Card
PROD00005527,USER00005527,2024-05-25,2024-11-26,Clothing,403.85,1,Changed mind,185.0,63,Male,City85,Gift Card
PROD00005533,USER00005533,2023-08-17,2023-12-23,Electronics,67.43,2,Changed mind,128.0,22,Female,City47,PayPal
PROD00005539,USER00005539,2023-08-19,2024-09-30,Electronics,350.26,2,Not as described,408.0,32,Female,City25,Credit Card
PROD00005542,USER00005542,2023-06-16,2024-04-25,Electronics,291.25,4,Wrong item,314.0,33,Female,City78,Gift Card
PROD00005548,USER00005548,2023-03-11,2023-07-23,Home,495.0,5,Not as described,134.0,30,Male,City18,Debit Card
PROD00005558,USER00005558,2023-10-11,2024-05-08,Books,437.54,2,Defective,210.0,42,Male,City12,Credit Card
PROD00005560,USER00005560,2023-12-21,2024-01-09,Clothing,47.43,3,Not as described,19.0,27,Female,City54,Credit Card
PROD00005570,USER00005570,2024-02-03,2024-11-08,Books,114.76,5,Defective,279.0,53,Female,City62,PayPal
PROD00005572,USER00005572,2023-02-13,2024-11-11,Electronics,26.3,3,Wrong item,637.0,35,Male,City46,Credit Card
PROD00005578,USER00005578,2023-02-17,2023-10-13,Books,250.72,4,Wrong item,238.0,50,Male,City65,Debit Card
PROD00005580,USER00005580,2023-02-14,2024-11-18,Clothing,381.42,2,Wrong item,643.0,59,Male,City95,Gift Card
PROD00005583,USER00005583,2024-01-31,2024-07-07,Home,303.91,5,Wrong item,158.0,59,Male,City61,PayPal
PROD00005588,USER00005588,2024-06-09,2024-09-06,Books,422.1,4,Not as described,89.0,70,Female,City10,Gift Card
PROD00005589,USER00005589,2024-02-01,2024-05-28,Home,479.14,3,Wrong item,117.0,19,Female,City5,PayPal
PROD00005591,USER00005591,2023-03-24,2023-09-13,Toys,132.7,2,Not as described,173.0,43,Male,City30,Gift Card
PROD00005592,USER00005592,2023-09-03,2023-12-04,Clothing,345.09,1,Defective,92.0,35,Male,City59,PayPal
PROD00005595,USER00005595,2023-05-16,2024-06-19,Clothing,280.77,4,Changed mind,400.0,36,Female,City4,PayPal
PROD00005599,USER00005599,2023-08-28,2024-06-24,Books,313.43,2,Wrong item,301.0,58,Male,City4,Debit Card
PROD00005603,USER00005603,2023-09-21,2024-09-06,Books,487.03,4,Wrong item,351.0,48,Male,City93,Gift Card
PROD00005610,USER00005610,2023-03-20,2024-02-26,Clothing,270.14,1,Wrong item,343.0,59,Male,City2,Credit Card
PROD00005616,USER00005616,2023-05-11,2024-03-17,Toys,234.2,1,Changed mind,311.0,37,Female,City48,Debit Card
PROD00005622,USER00005622,2023-03-27,2024-05-15,Electronics,301.17,2,Not as described,415.0,64,Male,City98,Credit Card
PROD00005628,USER00005628,2024-02-07,2024-10-01,Books,255.11,3,Changed mind,237.0,32,Male,City45,PayPal
PROD00005634,USER00005634,2024-03-03,2024-06-25,Electronics,194.48,5,Not as described,114.0,70,Male,City82,PayPal
PROD00005653,USER00005653,2023-03-09,2023-11-27,Home,68.09,5,Wrong item,263.0,59,Male,City38,Credit Card
PROD00005655,USER00005655,2023-03-23,2023-11-28,Home,371.12,1,Wrong item,250.0,50,Female,City64,Gift Card
PROD00005670,USER00005670,2024-07-29,2024-08-30,Electronics,12.37,1,Defective,32.0,43,Male,City19,Debit Card
PROD00005675,USER00005675,2023-11-05,2024-09-07,Clothing,476.19,3,Wrong item,307.0,41,Female,City50,Credit Card
PROD00005681,USER00005681,2023-11-08,2024-06-03,Electronics,243.93,4,Not as described,208.0,19,Female,City97,PayPal
PROD00005684,USER00005684,2024-12-07,2024-12-30,Home,43.17,5,Defective,23.0,33,Male,City35,Debit Card
PROD00005687,USER00005687,2023-08-12,2024-10-19,Toys,83.97,2,Not as described,434.0,34,Male,City73,PayPal
PROD00005688,USER00005688,2023-06-23,2023-10-11,Home,215.75,4,Wrong item,110.0,22,Female,City77,Gift Card
PROD00005692,USER00005692,2023-04-04,2023-07-24,Books,400.25,3,Changed mind,111.0,20,Female,City83,PayPal
PROD00005695,USER00005695,2023-02-02,2024-02-24,Books,316.96,4,Defective,387.0,44,Female,City62,Gift Card
PROD00005702,USER00005702,2023-10-22,2024-07-24,Electronics,191.24,5,Defective,276.0,25,Female,City69,Debit Card
PROD00005705,USER00005705,2023-05-30,2024-11-12,Clothing,375.55,5,Wrong item,532.0,34,Male,City93,Debit Card
PROD00005707,USER00005707,2023-01-17,2024-09-25,Clothing,348.47,2,Not as described,617.0,30,Female,City47,PayPal
PROD00005711,USER00005711,2023-01-14,2024-07-31,Clothing,147.78,4,Not as described,564.0,41,Female,City50,Gift Card
PROD00005713,USER00005713,2023-03-07,2024-04-29,Books,7.13,1,Wrong item,419.0,31,Female,City7,Debit Card
PROD00005716,USER00005716,2023-01-23,2024-01-14,Books,370.45,5,Changed mind,356.0,25,Male,City55,Debit Card
PROD00005718,USER00005718,2023-10-19,2024-10-13,Toys,54.76,1,Defective,360.0,33,Male,City88,Gift Card
PROD00005719,USER00005719,2023-01-19,2024-09-11,Home,352.05,4,Wrong item,601.0,40,Male,City87,PayPal
PROD00005720,USER00005720,2023-06-30,2024-03-19,Toys,158.11,3,Changed mind,263.0,18,Female,City9,Credit Card
PROD00005721,USER00005721,2023-05-08,2023-12-09,Books,94.02,4,Not as described,215.0,18,Female,City63,Credit Card
PROD00005724,USER00005724,2023-04-08,2024-09-19,Home,338.47,4,Not as described,530.0,23,Male,City35,PayPal
PROD00005726,USER00005726,2024-05-07,2024-08-13,Toys,104.05,5,Not as described,98.0,30,Male,City43,Credit Card
PROD00005735,USER00005735,2023-07-11,2024-07-30,Toys,350.5,2,Defective,385.0,22,Male,City50,PayPal
PROD00005737,USER00005737,2023-05-28,2023-09-02,Clothing,50.8,5,Wrong item,97.0,69,Female,City55,Gift Card
PROD00005738,USER00005738,2024-08-07,2024-11-01,Clothing,280.32,1,Changed mind,86.0,68,Female,City26,Credit Card
PROD00005739,USER00005739,2023-05-26,2024-10-28,Home,68.24,5,Defective,521.0,37,Male,City28,Credit Card
PROD00005743,USER00005743,2023-12-06,2024-03-10,Home,170.89,3,Defective,95.0,23,Male,City43,PayPal
PROD00005752,USER00005752,2023-04-17,2023-08-20,Electronics,273.1,1,Not as described,125.0,31,Female,City30,Gift Card
PROD00005763,USER00005763,2023-05-27,2024-04-30,Electronics,307.17,1,Wrong item,339.0,61,Female,City2,Credit Card
PROD00005764,USER00005764,2023-11-02,2024-06-21,Books,73.97,3,Not as described,232.0,22,Male,City56,Debit Card
PROD00005774,USER00005774,2023-04-16,2023-10-02,Electronics,303.96,5,Not as described,169.0,46,Female,City12,PayPal
PROD00005777,USER00005777,2023-06-09,2023-09-16,Electronics,122.38,3,Defective,99.0,46,Female,City94,Gift Card
PROD00005787,USER00005787,2023-03-30,2023-05-04,Clothing,284.69,3,Defective,35.0,30,Male,City69,Credit Card
PROD00005793,USER00005793,2023-03-31,2024-06-17,Toys,253.49,3,Not as described,444.0,44,Female,City32,PayPal
PROD00005803,USER00005803,2023-09-17,2023-11-28,Home,366.69,1,Not as described,72.0,31,Male,City34,Credit Card
PROD00005813,USER00005813,2023-10-24,2024-06-01,Electronics,136.11,4,Changed mind,221.0,53,Male,City70,PayPal
PROD00005817,USER00005817,2023-02-11,2023-05-01,Clothing,54.8,2,Changed mind,79.0,23,Female,City37,Credit Card
PROD00005821,USER00005821,2024-06-18,2024-07-15,Books,436.42,1,Changed mind,27.0,34,Female,City47,Gift Card
PROD00005823,USER00005823,2024-03-17,2024-10-30,Books,148.18,1,Wrong item,227.0,46,Female,City95,PayPal
PROD00005825,USER00005825,2024-03-15,2024-07-04,Clothing,492.9,5,Changed mind,111.0,56,Male,City31,PayPal
PROD00005827,USER00005827,2023-03-30,2023-10-22,Electronics,374.23,5,Changed mind,206.0,25,Female,City1,Debit Card
PROD00005836,USER00005836,2023-08-24,2024-01-26,Electronics,450.68,1,Changed mind,155.0,67,Male,City61,Gift Card
PROD00005840,USER00005840,2023-04-05,2024-03-01,Home,493.98,2,Defective,331.0,52,Female,City65,Credit Card
PROD00005845,USER00005845,2023-01-18,2024-12-11,Electronics,216.88,4,Changed mind,693.0,26,Male,City52,Gift Card
PROD00005848,USER00005848,2024-02-21,2024-07-21,Clothing,178.14,3,Wrong item,151.0,36,Male,City42,Gift Card
PROD00005849,USER00005849,2023-06-08,2024-04-13,Clothing,47.18,3,Not as described,310.0,35,Male,City97,Debit Card
PROD00005852,USER00005852,2023-05-14,2023-08-31,Electronics,430.42,5,Not as described,109.0,22,Male,City15,Debit Card
PROD00005854,USER00005854,2023-05-25,2024-10-07,Books,411.98,1,Not as described,501.0,52,Female,City98,PayPal
PROD00005856,USER00005856,2024-01-02,2024-02-17,Clothing,215.12,3,Changed mind,46.0,25,Female,City99,Debit Card
PROD00005859,USER00005859,2023-10-01,2024-12-28,Electronics,427.72,2,Wrong item,454.0,67,Female,City35,Credit Card
PROD00005865,USER00005865,2023-05-20,2024-10-17,Clothing,390.51,5,Defective,516.0,58,Male,City82,Credit Card
PROD00005890,USER00005890,2024-06-26,2024-09-01,Clothing,94.83,1,Defective,67.0,39,Male,City76,PayPal
PROD00005892,USER00005892,2023-05-15,2024-01-05,Toys,447.8,2,Changed mind,235.0,53,Female,City84,Credit Card
PROD00005899,USER00005899,2023-06-14,2024-10-13,Books,384.3,2,Not as described,487.0,60,Male,City52,PayPal
PROD00005900,USER00005900,2023-02-27,2024-01-03,Toys,130.37,2,Wrong item,310.0,26,Female,City27,Credit Card
PROD00005901,USER00005901,2023-08-06,2024-06-08,Toys,262.29,2,Changed mind,307.0,59,Male,City48,Debit Card
PROD00005903,USER00005903,2023-09-09,2024-07-08,Toys,421.16,1,Wrong item,303.0,66,Male,City14,Gift Card
PROD00005905,USER00005905,2023-05-30,2024-10-25,Toys,16.13,4,Not as described,514.0,18,Female,City3,Credit Card
PROD00005911,USER00005911,2023-05-26,2023-10-29,Home,5.33,5,Defective,156.0,65,Female,City23,Credit Card
PROD00005912,USER00005912,2024-10-23,2024-11-26,Home,378.1,5,Not as described,34.0,42,Female,City71,Debit Card
PROD00005913,USER00005913,2023-01-06,2024-09-23,Clothing,343.85,4,Changed mind,626.0,36,Male,City71,PayPal
PROD00005915,USER00005915,2023-01-31,2024-06-30,Clothing,29.18,3,Not as described,516.0,57,Male,City14,PayPal
PROD00005921,USER00005921,2023-08-01,2024-08-30,Electronics,384.01,4,Changed mind,395.0,26,Male,City46,Gift Card
PROD00005930,USER00005930,2024-07-31,2024-09-27,Electronics,391.9,4,Defective,58.0,68,Female,City52,Gift Card
PROD00005931,USER00005931,2024-01-30,2024-02-12,Clothing,411.06,4,Wrong item,13.0,24,Female,City37,Debit Card
PROD00005932,USER00005932,2023-07-11,2024-10-13,Home,102.3,1,Not as described,460.0,43,Female,City12,Gift Card
PROD00005934,USER00005934,2023-07-17,2024-10-27,Clothing,331.95,2,Wrong item,468.0,53,Female,City19,Debit Card
PROD00005942,USER00005942,2023-11-04,2024-04-09,Books,228.55,2,Not as described,157.0,60,Male,City83,PayPal
PROD00005944,USER00005944,2023-05-25,2023-11-01,Clothing,85.8,4,Defective,160.0,19,Male,City3,PayPal
PROD00005945,USER00005945,2024-02-28,2024-03-29,Home,68.8,1,Defective,30.0,56,Female,City9,PayPal
PROD00005946,USER00005946,2023-02-01,2023-12-02,Toys,29.39,1,Changed mind,304.0,55,Male,City96,Credit Card
PROD00005953,USER00005953,2023-09-19,2024-02-25,Electronics,497.24,3,Wrong item,159.0,49,Female,City75,Gift Card
PROD00005954,USER00005954,2024-02-18,2024-04-17,Electronics,21.86,2,Changed mind,59.0,63,Male,City66,PayPal
PROD00005956,USER00005956,2023-04-15,2023-07-28,Clothing,454.89,4,Changed mind,104.0,41,Male,City80,Credit Card
PROD00005957,USER00005957,2024-03-01,2024-08-27,Home,416.99,4,Defective,179.0,38,Female,City58,PayPal
PROD00005958,USER00005958,2024-04-13,2024-05-27,Home,318.83,4,Changed mind,44.0,56,Male,City38,Credit Card
PROD00005962,USER00005962,2024-03-21,2024-03-28,Toys,273.96,5,Not as described,7.0,22,Female,City44,Gift Card
PROD00005963,USER00005963,2024-01-16,2024-05-23,Toys,496.31,4,Changed mind,128.0,41,Female,City54,Gift Card
PROD00005971,USER00005971,2023-12-04,2024-12-29,Toys,76.14,1,Changed mind,391.0,67,Male,City43,Gift Card
PROD00005974,USER00005974,2024-08-26,2024-09-18,Home,432.8,5,Wrong item,23.0,70,Female,City55,Debit Card
PROD00005985,USER00005985,2023-06-19,2024-10-30,Books,210.36,4,Defective,499.0,37,Female,City98,Credit Card
PROD00005987,USER00005987,2023-12-20,2024-09-29,Books,274.25,4,Defective,284.0,44,Male,City35,Credit Card
PROD00005997,USER00005997,2023-04-15,2024-03-12,Home,175.87,3,Not as described,332.0,39,Female,City10,PayPal
PROD00006001,USER00006001,2024-05-25,2024-07-09,Books,179.43,5,Changed mind,45.0,25,Male,City73,Credit Card
PROD00006003,USER00006003,2024-07-02,2024-10-19,Home,308.23,3,Defective,109.0,43,Male,City43,Gift Card
PROD00006005,USER00006005,2023-09-11,2024-03-08,Home,418.21,3,Changed mind,179.0,57,Male,City59,Debit Card
PROD00006011,USER00006011,2023-03-15,2024-04-27,Books,307.3,3,Not as described,409.0,38,Female,City48,PayPal
PROD00006015,USER00006015,2023-12-30,2024-05-22,Electronics,88.23,4,Wrong item,144.0,24,Male,City99,PayPal
PROD00006016,USER00006016,2023-02-14,2024-12-03,Clothing,368.12,4,Defective,658.0,55,Male,City39,Credit Card
PROD00006018,USER00006018,2024-10-21,2024-11-13,Electronics,155.87,5,Not as described,23.0,44,Female,City56,Credit Card
PROD00006022,USER00006022,2023-02-15,2023-04-05,Clothing,496.66,2,Changed mind,49.0,66,Female,City27,Gift Card
PROD00006027,USER00006027,2023-05-26,2024-12-19,Books,395.19,4,Wrong item,573.0,37,Male,City28,Gift Card
PROD00006034,USER00006034,2023-05-14,2024-10-28,Toys,470.35,4,Not as described,533.0,34,Male,City18,Gift Card
PROD00006036,USER00006036,2024-04-12,2024-04-29,Books,215.51,4,Wrong item,17.0,30,Female,City30,Gift Card
PROD00006039,USER00006039,2023-11-17,2024-02-25,Books,309.82,2,Not as described,100.0,52,Male,City75,Credit Card
PROD00006040,USER00006040,2023-01-17,2024-05-22,Toys,396.5,4,Changed mind,491.0,59,Male,City38,PayPal
PROD00006043,USER00006043,2023-10-26,2023-12-13,Toys,359.28,5,Not as described,48.0,40,Female,City76,Debit Card
PROD00006045,USER00006045,2023-01-02,2024-06-26,Clothing,125.16,1,Changed mind,541.0,48,Female,City51,Credit Card
PROD00006049,USER00006049,2024-08-04,2024-11-17,Electronics,426.54,4,Wrong item,105.0,35,Male,City44,Debit Card
PROD00006050,USER00006050,2023-08-24,2024-02-28,Clothing,152.27,5,Changed mind,188.0,64,Female,City55,Debit Card
PROD00006051,USER00006051,2023-05-20,2024-07-14,Toys,277.13,1,Defective,421.0,34,Female,City20,Credit Card
PROD00006055,USER00006055,2023-02-15,2024-02-06,Books,49.08,3,Not as described,356.0,53,Female,City97,PayPal
PROD00006058,USER00006058,2023-05-15,2024-11-12,Electronics,94.82,3,Defective,547.0,30,Male,City80,Debit Card
PROD00006061,USER00006061,2023-08-11,2024-05-06,Toys,457.37,4,Defective,269.0,66,Male,City49,Debit Card
PROD00006073,USER00006073,2023-01-19,2024-07-16,Clothing,143.58,4,Wrong item,544.0,32,Female,City68,Gift Card
PROD00006078,USER00006078,2023-11-09,2024-07-30,Books,393.38,3,Wrong item,264.0,57,Female,City58,Gift Card
PROD00006082,USER00006082,2023-03-15,2023-06-09,Books,207.43,4,Defective,86.0,43,Male,City67,Gift Card
PROD00006084,USER00006084,2023-08-08,2023-11-23,Electronics,105.83,5,Wrong item,107.0,57,Male,City47,Debit Card
PROD00006085,USER00006085,2023-05-26,2023-06-16,Clothing,289.4,2,Not as described,21.0,54,Female,City3,PayPal
PROD00006088,USER00006088,2023-04-14,2023-05-27,Clothing,325.77,5,Not as described,43.0,36,Male,City36,Debit Card
PROD00006094,USER00006094,2024-12-07,2024-12-07,Toys,407.77,2,Wrong item,0.0,62,Male,City61,Gift Card
PROD00006097,USER00006097,2023-05-16,2023-06-03,Clothing,201.65,3,Changed mind,18.0,44,Female,City24,Credit Card
PROD00006098,USER00006098,2023-03-30,2023-06-08,Books,458.79,4,Wrong item,70.0,28,Male,City85,Debit Card
PROD00006100,USER00006100,2023-02-21,2023-08-23,Toys,28.62,3,Not as described,183.0,53,Male,City11,Gift Card
PROD00006104,USER00006104,2024-06-19,2024-12-31,Toys,36.74,2,Not as described,195.0,39,Female,City80,Debit Card
PROD00006105,USER00006105,2024-01-30,2024-07-19,Books,346.7,4,Wrong item,171.0,70,Male,City79,Gift Card
PROD00006120,USER00006120,2023-01-18,2023-07-26,Home,280.12,4,Defective,189.0,26,Male,City84,Gift Card
PROD00006128,USER00006128,2023-09-17,2024-08-24,Books,420.29,3,Not as described,342.0,50,Male,City36,Credit Card
PROD00006129,USER00006129,2023-10-04,2024-10-12,Toys,221.54,2,Changed mind,374.0,27,Female,City15,Credit Card
PROD00006130,USER00006130,2024-03-21,2024-06-17,Clothing,9.23,4,Wrong item,88.0,28,Male,City63,Gift Card
PROD00006131,USER00006131,2023-01-04,2024-04-28,Clothing,139.33,2,Not as described,480.0,38,Female,City5,Credit Card
PROD00006138,USER00006138,2023-03-13,2023-11-13,Home,262.81,5,Defective,245.0,64,Female,City65,Credit Card
PROD00006139,USER00006139,2023-12-22,2024-05-19,Home,242.26,5,Not as described,149.0,43,Male,City24,Gift Card
PROD00006141,USER00006141,2023-05-24,2023-12-02,Toys,254.37,3,Defective,192.0,45,Male,City51,Credit Card
PROD00006142,USER00006142,2023-10-15,2024-12-03,Clothing,276.14,5,Wrong item,415.0,57,Male,City64,Credit Card
PROD00006144,USER00006144,2023-03-19,2024-11-13,Home,361.72,4,Defective,605.0,67,Female,City24,Credit Card
PROD00006149,USER00006149,2023-02-11,2024-03-10,Books,198.68,4,Not as described,393.0,25,Female,City46,Gift Card
PROD00006154,USER00006154,2023-08-22,2024-02-13,Clothing,388.29,4,Not as described,175.0,62,Male,City38,Credit Card
PROD00006159,USER00006159,2024-08-29,2024-10-22,Toys,202.25,1,Wrong item,54.0,21,Male,City44,Gift Card
PROD00006160,USER00006160,2024-06-23,2024-07-30,Toys,316.19,1,Changed mind,37.0,54,Female,City44,PayPal
PROD00006165,USER00006165,2023-01-11,2023-02-09,Home,272.94,2,Defective,29.0,52,Female,City19,Credit Card
PROD00006168,USER00006168,2024-03-20,2024-10-31,Toys,343.66,3,Defective,225.0,37,Female,City70,Gift Card
PROD00006169,USER00006169,2024-01-01,2024-03-30,Electronics,448.46,3,Wrong item,89.0,32,Female,City47,Gift Card
PROD00006171,USER00006171,2023-06-15,2023-08-15,Clothing,103.67,2,Wrong item,61.0,20,Male,City69,Credit Card
PROD00006173,USER00006173,2023-04-04,2023-10-27,Clothing,33.63,2,Defective,206.0,51,Female,City15,Gift Card
PROD00006174,USER00006174,2023-02-09,2023-05-05,Clothing,473.28,4,Wrong item,85.0,27,Male,City90,Gift Card
PROD00006175,USER00006175,2023-12-31,2024-01-13,Toys,283.69,3,Changed mind,13.0,44,Male,City2,Gift Card
PROD00006180,USER00006180,2024-07-29,2024-10-25,Toys,429.48,4,Changed mind,88.0,29,Male,City54,Credit Card
PROD00006181,USER00006181,2023-05-13,2024-11-05,Books,361.48,3,Defective,542.0,42,Male,City51,Debit Card
PROD00006189,USER00006189,2023-04-01,2024-09-30,Toys,245.29,2,Defective,548.0,35,Male,City42,Gift Card
PROD00006195,USER00006195,2023-10-13,2024-01-05,Clothing,492.27,5,Not as described,84.0,33,Male,City64,Gift Card
PROD00006197,USER00006197,2023-05-05,2023-05-15,Home,283.15,2,Defective,10.0,36,Female,City43,PayPal
PROD00006207,USER00006207,2023-03-22,2024-05-08,Clothing,445.37,3,Wrong item,413.0,32,Female,City64,Gift Card
PROD00006209,USER00006209,2024-02-02,2024-04-02,Toys,112.94,2,Not as described,60.0,52,Male,City40,Debit Card
PROD00006215,USER00006215,2023-10-05,2024-03-23,Books,15.72,2,Changed mind,170.0,21,Female,City29,Gift Card
PROD00006217,USER00006217,2023-01-18,2024-06-15,Clothing,201.51,3,Wrong item,514.0,23,Female,City44,Credit Card
PROD00006225,USER00006225,2023-06-15,2023-07-17,Electronics,6.37,4,Defective,32.0,59,Male,City79,Gift Card
PROD00006226,USER00006226,2023-05-03,2024-02-21,Clothing,51.51,4,Defective,294.0,44,Female,City2,PayPal
PROD00006227,USER00006227,2024-01-11,2024-05-26,Clothing,57.85,4,Changed mind,136.0,56,Male,City62,Debit Card
PROD00006231,USER00006231,2023-09-14,2024-05-09,Books,228.9,2,Not as described,238.0,37,Female,City50,Gift Card
PROD00006236,USER00006236,2023-03-09,2024-02-29,Clothing,230.29,2,Defective,357.0,44,Male,City36,Credit Card
PROD00006242,USER00006242,2024-05-21,2024-08-14,Books,167.79,3,Changed mind,85.0,47,Male,City42,Gift Card
PROD00006243,USER00006243,2023-03-26,2024-07-22,Books,253.1,4,Defective,484.0,68,Female,City88,PayPal
PROD00006248,USER00006248,2024-10-10,2024-10-17,Toys,118.45,2,Not as described,7.0,52,Female,City38,Debit Card
PROD00006249,USER00006249,2024-09-28,2024-12-28,Electronics,55.93,2,Changed mind,91.0,65,Male,City21,Debit Card
PROD00006251,USER00006251,2023-10-14,2024-09-10,Clothing,73.53,3,Wrong item,332.0,38,Female,City91,Debit Card
PROD00006255,USER00006255,2024-02-10,2024-12-14,Electronics,396.7,3,Changed mind,308.0,68,Female,City19,Debit Card
PROD00006258,USER00006258,2023-06-24,2024-12-15,Books,7.18,1,Wrong item,540.0,55,Female,City26,Debit Card
PROD00006260,USER00006260,2023-09-13,2023-10-15,Clothing,217.29,5,Not as described,32.0,30,Female,City52,Debit Card
PROD00006267,USER00006267,2023-02-19,2023-06-04,Books,405.14,5,Not as described,105.0,64,Female,City78,Credit Card
PROD00006269,USER00006269,2024-01-28,2024-09-15,Toys,395.55,5,Wrong item,231.0,41,Male,City40,PayPal
PROD00006271,USER00006271,2024-01-27,2024-09-12,Electronics,12.22,1,Not as described,229.0,40,Female,City19,Gift Card
PROD00006275,USER00006275,2024-01-18,2024-02-18,Clothing,349.51,5,Not as described,31.0,35,Female,City15,PayPal
PROD00006276,USER00006276,2023-06-07,2024-09-24,Clothing,140.86,2,Changed mind,475.0,39,Female,City10,Credit Card
PROD00006281,USER00006281,2023-03-07,2024-03-25,Clothing,72.88,3,Not as described,384.0,42,Male,City87,Gift Card
PROD00006282,USER00006282,2023-09-27,2024-12-09,Home,63.39,4,Changed mind,439.0,63,Female,City57,Debit Card
PROD00006286,USER00006286,2023-04-13,2024-05-30,Clothing,184.04,3,Wrong item,413.0,47,Female,City28,Debit Card
PROD00006288,USER00006288,2023-04-15,2024-09-14,Electronics,363.75,2,Defective,518.0,26,Female,City62,Debit Card
PROD00006289,USER00006289,2024-04-05,2024-12-19,Electronics,330.95,1,Wrong item,258.0,61,Male,City60,Debit Card
PROD00006291,USER00006291,2023-03-25,2024-02-15,Home,277.94,4,Not as described,327.0,48,Female,City38,Debit Card
PROD00006292,USER00006292,2023-12-10,2024-02-14,Books,109.11,4,Changed mind,66.0,27,Female,City72,Credit Card
PROD00006295,USER00006295,2024-02-19,2024-03-23,Home,25.75,4,Not as described,33.0,22,Female,City19,Credit Card
PROD00006297,USER00006297,2023-09-27,2024-01-31,Books,106.27,3,Wrong item,126.0,26,Male,City52,Debit Card
PROD00006313,USER00006313,2023-12-07,2024-11-04,Books,75.75,1,Wrong item,333.0,59,Female,City88,Gift Card
PROD00006315,USER00006315,2023-04-26,2024-03-15,Home,103.47,2,Wrong item,324.0,45,Female,City92,Credit Card
PROD00006317,USER00006317,2023-02-27,2024-09-26,Books,147.58,3,Not as described,577.0,38,Female,City16,PayPal
PROD00006318,USER00006318,2023-09-05,2024-10-03,Home,107.38,3,Wrong item,394.0,58,Female,City16,Debit Card
PROD00006323,USER00006323,2023-01-17,2023-12-16,Clothing,425.96,3,Changed mind,333.0,20,Female,City72,PayPal
PROD00006327,USER00006327,2023-04-01,2023-05-06,Toys,254.68,5,Not as described,35.0,30,Female,City11,PayPal
PROD00006329,USER00006329,2023-08-05,2024-06-28,Toys,277.54,2,Changed mind,328.0,69,Male,City29,Credit Card
PROD00006330,USER00006330,2023-07-07,2023-09-01,Toys,494.29,3,Changed mind,56.0,54,Female,City14,PayPal
PROD00006332,USER00006332,2023-08-12,2024-12-27,Books,300.66,5,Changed mind,503.0,55,Female,City75,Debit Card
PROD00006340,USER00006340,2023-05-04,2024-12-20,Electronics,223.62,5,Changed mind,596.0,58,Male,City77,PayPal
PROD00006344,USER00006344,2023-03-26,2023-05-03,Electronics,188.45,3,Wrong item,38.0,55,Female,City60,Debit Card
PROD00006345,USER00006345,2023-08-06,2024-01-15,Home,154.01,1,Defective,162.0,50,Male,City70,Gift Card
PROD00006353,USER00006353,2023-02-27,2024-04-10,Electronics,30.54,3,Defective,408.0,66,Female,City81,Gift Card
PROD00006356,USER00006356,2023-05-31,2024-04-13,Books,396.98,1,Not as described,318.0,27,Female,City77,Debit Card
PROD00006357,USER00006357,2024-06-10,2024-06-19,Books,257.84,5,Defective,9.0,53,Female,City70,Debit Card
